ID, r1 , mr1 , r2 , r3 , built_date ,built_year, Latitude , Longitude ,count_date,veh_vol,ped_vol
557, EGLINTON AVE W , 40m EAST OF , FLANDERS RD ,, 04/25/1995 ,1995 ,43.699310906,-79.43339467,2-25-2010,17549,344
559, QUEEN ST W ,, KING ST W , RONCESVALLES AVE , 01/01/1959 ,1959 ,43.63871,-79.44619,1-17-2012,11428,2278
560, THE QUEENSWAY ,, COLBORNE LODGE DR ,, 06/24/1958 ,1958 ,43.63953,-79.45948,11-17-2011,14367,642
561, THE QUEENSWAY ,, ELLIS AVE ,, 01/01/1967 ,1967 ,43.63777,-79.46645,11-8-2011,16995,690
562, THE QUEENSWAY ,, WINDERMERE AVE ,, 01/01/1967 ,1967 ,43.63721,-79.46983,11-16-2011,19569,1115
563, THE QUEENSWAY ,, STEPHEN DR ,, 01/01/1957 ,1957 ,43.63041,-79.48422,1-15-2015,19684,230
564, THE QUEENSWAY ,, PARK LAWN RD ,, 01/31/1958 ,1958 ,43.62906,-79.49031,6-22-2013,22123,231
565, THE QUEENSWAY ,, ROYAL YORK RD ,, 01/31/1958 ,1958 ,43.62635,-79.50258,10-6-2014,23495,1832
566, THE QUEENSWAY ,, TAYMALL AVE , WADSWORTH CRES , 08/03/1995 ,1995 ,43.62534,-79.50722,10-15-2013,22298,448
567, THE QUEENSWAY ,, ISLINGTON AVE ,, 11/08/1960 ,1960 ,43.62364,-79.51478,12-8-2011,41090,1139
568, THE QUEENSWAY ,, KIPLING AVE ,, 01/31/1958 ,1958 ,43.62098,-79.52673,12-2-2014,33000,355
569, VICTORIA PARK AVE ,, MCNICOLL AVE ,, 04/09/1975 ,1975 ,43.80409,-79.3363,11-1-2010,15009,596
570, THE QUEENSWAY ,, ATOMIC AVE , PRIVATE ACCESS , 02/22/1967 ,1967 ,43.61777,-79.54085,9-21-2009,20873,428
571, STRACHAN AVE ,, FLEET ST , MANITOBA DR , 04/02/1963 ,1963 ,43.63627,-79.40961,11-2-2011,12615,793
572, CHURCH ST ,, ISABELLA ST ,, 12/07/1967 ,1967 ,43.66835,-79.38203,4-17-2012,9819,3030
573, PARKSIDE DR ,, HIGH PARK BLVD ,, 10/26/1954 ,1954 ,43.64493,-79.45626,11-9-2011,14077,911
574, PARKSIDE DR ,, HOWARD PARK AVE ,, 12/03/1953 ,1953 ,43.64866,-79.45778,9-28-2011,14984,583
575, KEELE ST ,, GLENLAKE AVE ,, 11/10/1967 ,1967 ,43.65832,-79.4615,6-28-2012,14910,1487
576, KEELE ST ,, ANNETTE ST ,, 10/16/1952 ,1952 ,43.66366,-79.46375,4-21-2015,17195,933
577, WESTON RD ,, BLACK CREEK DR , HUMBER BLVD , 01/01/1958 ,1958 ,43.68338,-79.48029,10-31-2011,21788,489
578, WESTON RD ,, LAMBTON AVE ,, 01/31/1958 ,1958 ,43.68426,-79.48401,6-4-2009,7904,410
579, WESTON RD ,, RAY AVE ,, 04/08/1959 ,1959 ,43.68867,-79.49417,6-3-2009,8253,569
580, WESTON RD ,, DENISON RD E , DENISON RD W , 01/31/1958 ,1958 ,43.69624,-79.50817,4-22-2013,6704,458
581, WESTON RD ,, JOHN ST ,, 02/10/1959 ,1959 ,43.70063,-79.51777,4-23-2013,6855,1228
582, WESTON RD ,, LITTLE AVE , ELSMERE AVE , 01/31/1958 ,1958 ,43.70105,-79.51944,1-13-2009,9568,1392
583, WESTON RD ,, CHURCH ST ,, 01/31/1958 ,1958 ,43.70304,-79.52536,4-22-2013,9201,721
584, WESTON RD ,, ST PHILLIPS RD ,, 01/01/1963 ,1963 ,43.70635,-79.53229,4-29-2013,13417,242
585, WESTON RD ,, 401 C E WESTON RD RAMP ,, 08/16/1966 ,1966 ,43.71188,-79.53545,11-24-2010,28448,197
586, WESTON RD ,, 401 C W WESTON RD RAMP ,, 12/19/1963 ,1963 ,43.71483,-79.53665,12-16-2010,31921,117
587, ALBION RD ,, WESTON RD , WALSH AVE , 12/18/1957 ,1957 ,43.716971225,-79.537486813,5-28-2016,16101,669
588, WESTON RD ,, SHEPPARD AVE W ,, 07/21/1961 ,1961 ,43.73376,-79.53824,3-19-2014,19786,450
589, WESTON RD ,, FINCH AVE W ,, 10/14/1964 ,1964 ,43.7521,-79.54242,2-21-2013,33275,3092
590, KEELE ST ,, DONALD AVE ,, 12/31/1963 ,1963 ,43.68493,-79.47278,4-13-2016,9466,1348
591, KEELE ST ,, BEECHBOROUGH AVE ,, 08/30/1962 ,1962 ,43.69436,-79.47479,4-13-2016,11967,274
592, KEELE ST ,, GULLIVER RD , INGRAM DR , 02/13/1962 ,1962 ,43.69945,-79.47595,4-18-2016,16893,1689
593, KEELE ST ,, FLAMBOROUGH DR , DENSLEY AVE , 01/30/1961 ,1961 ,43.70293,-79.47673,4-13-2016,14349,676
594, KEELE ST ,, MAPLE LEAF DR ,, 08/22/1961 ,1961 ,43.7148,-79.47942,4-7-2016,20077,222
595, KEELE ST ,, 401 C E KEELE ST RAMP ,, 10/20/1965 ,1965 ,43.72122,-79.4809,3-8-2016,33776,316
596, KEELE ST ,, 401 C W KEELE ST RAMP , KEELE ST S 401 C W RAMP , 10/20/1965 ,1965 ,43.724385,-79.481597,3-8-2016,32531,487
597, KEELE ST ,, WILSON AVE ,, 01/31/1958 ,1958 ,43.726702,-79.482042,6-11-2016,32334,4629
598, KEELE ST ,, TILBURY DR , PRIVATE ACCESS , 02/15/1968 ,1968 ,43.7303393,-79.482902,3-8-2016,20253,778
599, KEELE ST ,, CALVINGTON DR ,, 10/29/1962 ,1962 ,43.733587,-79.48367,3-8-2016,19865,526
600, KEELE ST ,, SHEPPARD AVE W ,, 10/09/1962 ,1962 ,43.7447866,-79.486324,3-25-2014,28338,1648
601, FINCH AVE W ,, KEELE ST ,, 01/01/1964 ,1964 ,43.7634806,-79.490976,2-27-2016,14038,1885
602, STEELES AVE W ,, KEELE ST ,, 02/21/1968 ,1968 ,43.781523,-79.494495,5-13-2015,39154,1414
603, AVENUE RD ,, HEATH ST W ,, 09/29/1968 ,1968 ,43.6887347,-79.402311,4-13-2016,21501,933
604, O CONNOR DR , 40m SOUTH OF , WAKUNDA PL ,, 02/05/1968 ,1968 ,43.71562,-79.305035,3-7-2013,10868,637
605, COLLEGE ST ,, DUFFERIN ST ,, 11/19/1948 ,1948 ,43.6525538,-79.432536,6-11-2016,14803,5131
606, DUFFERIN ST , 72m NORTH OF , SYLVAN AVE , PRIVATE ACCESS , 06/06/1963 ,1963 ,43.6552105,-79.433568,4-28-2016,10922,378
607, DUFFERIN ST ,, HALLAM ST ,, 06/27/1956 ,1956 ,43.6658286,-79.437886,4-26-2016,12163,911
608, DUFFERIN ST ,, DUPONT ST ,, 10/29/1954 ,1954 ,43.6684721,-79.439014,6-11-2016,21475,2644
609, DUFFERIN ST ,, HOPE ST ,, 05/02/1968 ,1968 ,43.6823708,-79.444848,4-12-2016,12149,551
610, DUFFERIN ST ,, ROGERS RD ,, 01/31/1958 ,1958 ,43.6855558,-79.446104,4-18-2016,18229,2065
611, DUFFERIN ST ,, HOLMESDALE RD , MARTIN ST , 10/20/1966 ,1966 ,43.688628,-79.447385,4-12-2016,12682,469
612, DUFFERIN ST ,, CASTLEFIELD AVE ,, 08/04/1965 ,1965 ,43.7007517,-79.451768,4-11-2016,22169,1115
613, DUFFERIN ST ,, GLENCAIRN AVE ,, 10/25/1957 ,1957 ,43.7070021,-79.453212,4-11-2016,19806,1073
614, DUFFERIN ST ,, ORFUS RD ,, 03/20/1959 ,1959 ,43.720449,-79.456104,4-11-2016,19721,1334
615, DUFFERIN ST ,, BENTWORTH AVE , RANEE AVE , 02/19/1963 ,1963 ,43.7217507,-79.456413,3-22-2016,24404,787
616, DUFFERIN ST ,, BRIDGELAND AVE , YORKDALE RD , 12/13/1963 ,1963 ,43.7269726,-79.457655,4-4-2016,27257,249
617, WILSON AVE ,, DUFFERIN ST ,, 01/31/1958 ,1958 ,43.7320807,-79.458897,4-4-2016,19454,1122
618, DUFFERIN ST ,, FINCH AVE W ,, 01/01/1967 ,1967 ,43.7688703,-79.466898,7-6-2016,39200,2336
619, STEELES AVE W ,, DUFFERIN ST ,, 08/14/1968 ,1968 ,43.7872672,-79.470123,12-20-2014,40579,1978
620, DON MILLS RD ,, OVERLEA BLVD , GATEWAY BLVD , 01/14/1978 ,1978 ,43.7099841,-79.334385,5-20-2015,32000,6014
621, DON MILLS RD ,, ST DENNIS DR ,, 07/14/1964 ,1964 ,43.7165457,-79.337275,10-21-2010,25442,872
622, REXDALE BLVD ,, QUEENS PLATE DR , PRIVATE ACCESS , 07/25/1985 ,1985 ,43.7191909,-79.60347,4-21-2016,18772,270
623, DON MILLS RD ,, BARBER GREENE RD , GREEN BELT DR , 08/15/1967 ,1967 ,43.7276374,-79.340813,3-17-2011,24273,933
624, DON MILLS RD ,, THE DONWAY E , THE DONWAY W , 11/03/1960 ,1960 ,43.74085,-79.344418,4-21-2011,26186,199
625, DON MILLS RD ,, THE DONWAY E , THE DONWAY W , 01/01/1958 ,1958 ,43.732251,-79.342103,6-13-2011,22907,452
626, DON MILLS RD ,, YORK MILLS RD ,, 05/26/1965 ,1965 ,43.7557927,-79.347046,4-4-2016,36703,2306
627, SHEPPARD AVE E ,, DON MILLS RD ,, 04/01/1964 ,1964 ,43.7750865,-79.34703,6-5-2013,38172,1531
628, DON MILLS RD ,, VAN HORNE AVE ,, 06/18/1970 ,1970 ,43.7873456,-79.353004,9-30-2009,22979,1507
629, DON MILLS RD ,, ESTERBROOKE AVE , FAIRVIEW MALL DR , 11/01/1974 ,1974 ,43.7791002,-79.348727,7-3-2012,22705,3176
630, WILSON AVE ,, WILSON HEIGHTS BLVD , TIPPET RD , 01/31/1958 ,1958 ,43.7345828,-79.4472,4-9-2016,21511,475
631, SHEPPARD AVE W ,, WILSON HEIGHTS BLVD ,, 02/01/1962 ,1962 ,43.7516592,-79.456729,2-26-2014,32661,2093
632, WILSON HEIGHTS BLVD ,, WATERLOO AVE ,, 07/02/1968 ,1968 ,43.7553365,-79.45992,12-10-2009,5324,102
633, KEELE ST ,, GRANDRAVINE DR ,, 11/12/1968 ,1968 ,43.7520138,-79.488128,2-18-2014,11576,237
634, DON MILLS RD ,, DUNCAN MILL RD , GRAYDON HALL DR , 11/29/1980 ,1980 ,43.7617546,-79.347221,3-9-2010,23590,1294
635, LAWRENCE AVE W ,, PINE ST ,, 12/08/1968 ,1968 ,43.7019656,-79.508309,6-10-2013,12971,1511
636, THE QUEENSWAY ,, ST LAWRENCE AVE , PRIVATE ACCESS , 09/27/1968 ,1968 ,43.6226531,-79.519097,3-28-2011,15888,130
637, WESTON RD ,, BRADSTOCK RD , PRIVATE ACCESS , 04/09/1968 ,1968 ,43.7389792,-79.5394628,4-30-2012,12974,1048
638, EGLINTON AVE E ,, MASON RD ,, 12/31/1968 ,1968 ,43.7417938,-79.225156,12-9-2010,18274,1023
639, YONGE ST ,, 401 C W YONGE ST S RAMP ,, 05/24/1966 ,1966 ,43.75484,-79.40884,6-25-2012,42568,10
640, DUNDAS ST W ,, SORAUREN AVE ,, 04/05/1969 ,1969 ,43.6511963,-79.445285,6-8-2015,13636,608
641, ST CLAIR AVE E ,, HERRON AVE , PRIVATE ACCESS , 02/20/1969 ,1969 ,43.7109681,-79.28593,3-18-2010,15404,1010
642, DONLANDS AVE ,, MILLWOOD RD , PAPE AVE , 01/01/1962 ,1962 ,43.69721,-79.34914,3-19-2013,15306,42
643, BAYVIEW AVE ,, POST RD ,, 01/10/1956 ,1956 ,43.7364307,-79.381904,5-9-2011,28651,517
644, BAYVIEW AVE ,, YORK MILLS RD ,, 01/01/1957 ,1957 ,43.7480641,-79.384143,4-9-2016,26296,482
645, BAYVIEW AVE ,, FIFE RD , FIFESHIRE RD , 03/21/1960 ,1960 ,43.7548163,-79.385527,3-23-2011,19359,606
646, BAYVIEW AVE ,, 401 C E BAYVIEW RAMP ,, 09/14/1965 ,1965 ,43.7619212,-79.386856,6-13-2011,34224,116
647, BAYVIEW AVE ,, 401 C W BAYVIEW RAMP ,, 12/22/1967 ,1967 ,43.764483,-79.387379,5-17-2011,38081,354
648, SHEPPARD AVE E ,, BAYVIEW AVE ,, 09/30/1968 ,1968 ,43.7666244,-79.388044,12-2-2015,48835,2161
649, BAYVIEW AVE ,, CITATION DR , EMPRESS AVE , 01/14/1966 ,1966 ,43.7743467,-79.389797,6-13-2013,20748,303
650, BAYVIEW AVE ,, FINCH AVE E ,, 12/03/1962 ,1962 ,43.7849891,-79.392235,10-8-2013,36380,5473
651, BAYVIEW AVE ,, CUMMER AVE ,, 03/20/1967 ,1967 ,43.7923392,-79.393624,4-20-2009,24876,656
652, STEELES AVE E ,, BAYVIEW AVE ,, 03/01/1966 ,1966 ,43.8032514,-79.396314,5-14-2013,38794,259
653, BAYVIEW AVE ,, RUDDINGTON DR , PRIVATE ACCESS , 02/09/1969 ,1969 ,43.7880388,-79.392735,3-30-2009,19775,771
654, DAWES RD ,, SECORD AVE ,, 08/07/1959 ,1959 ,43.693593,-79.29727,10-26-2009,8060,371
655, DAWES RD ,, GOWER ST ,, 01/01/1957 ,1957 ,43.7022923,-79.296947,5-17-2012,7243,1177
656, LUMSDEN AVE ,, MAIN ST ,, 01/01/1972 ,1972 ,43.6948671,-79.304747,1-6-2011,8472,1003
657, COXWELL AVE ,, SAMMON AVE ,, 03/21/1960 ,1960 ,43.68882,-79.325838,5-5-2016,9053,2703
658, GREENWOOD AVE ,, SAMMON AVE ,, 01/31/1958 ,1958 ,43.6868912,-79.334692,1-26-2010,8093,748
659, DONLANDS AVE ,, SAMMON AVE ,, 01/01/1960 ,1960 ,43.685836,-79.339519,4-4-2011,7811,894
660, WOODBINE AVE ,, LUMSDEN AVE , MORTIMER AVE , 01/31/1958 ,1958 ,43.6927726,-79.315855,10-24-2015,14660,714
661, COXWELL AVE ,, MORTIMER AVE ,, 01/31/1958 ,1958 ,43.6905966,-79.326553,5-7-2016,12385,947
662, GREENWOOD AVE ,, MORTIMER AVE ,, 08/07/1959 ,1959 ,43.6886426,-79.335443,1-25-2010,10268,792
663, DONLANDS AVE ,, MORTIMER AVE ,, 08/07/1959 ,1959 ,43.6876049,-79.340228,2-14-2013,12339,712
664, MORTIMER AVE ,, PAPE AVE ,, 01/31/1958 ,1958 ,43.685721,-79.3476386,3-3-2010,14985,1550
665, WOODBINE AVE ,, COSBURN AVE ,, 01/31/1958 ,1958 ,43.6964341,-79.31742,2-21-2013,13743,878
666, COXWELL AVE ,, COSBURN AVE ,, 01/31/1958 ,1958 ,43.6941379,-79.328003,5-9-2016,13156,1838
667, COSBURN AVE ,, GREENWOOD AVE ,, 08/07/1959 ,1959 ,43.6920347,-79.337723,8-20-2009,8030,229
668, DONLANDS AVE ,, COSBURN AVE ,, 08/07/1959 ,1959 ,43.6911338,-79.34167,3-15-2011,13087,462
669, PAPE AVE ,, COSBURN AVE ,, 01/31/1958 ,1958 ,43.6893922,-79.34881,8-13-2009,11017,4720
670, BATHURST ST ,, INVERMAY AVE ,, 12/29/1965 ,1965 ,43.7414973,-79.43502,4-7-2015,15664,748
671, BATHURST ST ,, YORK DOWNS DR ,, 11/18/1958 ,1958 ,43.7472416,-79.436456,3-23-2015,18000,462
672, BATHURST ST ,, SHEPPARD AVE W ,, 01/31/1958 ,1958 ,43.7554527,-79.438452,3-19-2014,28885,2442
673, BATHURST ST , 335m SOUTH OF , ELLERSLIE AVE , PRIVATE ACCESS , 07/27/1961 ,1961 ,43.7624442,-79.440171,4-1-2015,12940,935
674, BATHURST ST ,, HORSHAM AVE , BLUE FLAG GT , 06/01/1965 ,1965 ,43.7686039,-79.441657,3-23-2015,17483,170
675, BATHURST ST ,, FINCH AVE W ,, 03/20/1962 ,1962 ,43.7738567,-79.442978,3-28-2015,30852,3320
676, BATHURST ST ,, DREWRY AVE , ANTIBES DR , 10/08/1966 ,1966 ,43.7810687,-79.44481,3-23-2015,25127,1614
677, BATHURST ST ,, ROCKFORD RD , DEWLANE DR , 12/29/1966 ,1966 ,43.785938,-79.446008,3-23-2015,21721,1193
678, STEELES AVE W ,, BATHURST ST ,, 02/02/1966 ,1966 ,43.79245,-79.445714,3-23-2015,36119,3202
679, OVERLEA BLVD ,, THORNCLIFFE PARK DR ,, 01/01/1963 ,1963 ,43.707478,-79.343608,9-23-2011,19167,2051
680, OVERLEA BLVD ,, THORNCLIFFE PARK DR ,, 01/01/1963 ,1963 ,43.705011,-79.349824,12-12-2012,14180,2178
681, LAIRD DR ,, MCRAE DR , WICKSTEED AVE , 01/01/1957 ,1957 ,43.710376,-79.363498,1-14-2015,16676,431
682, LAIRD DR ,, MILLWOOD RD ,, 01/01/1961 ,1961 ,43.703231,-79.360591,5-3-2016,19817,149
683, MILLWOOD RD ,, MCRAE DR ,, 01/01/1963 ,1963 ,43.704803,-79.368108,7-5-2012,7982,976
684, MILLWOOD RD ,, SUTHERLAND DR ,, 01/01/1963 ,1963 ,43.7035751,-79.3643727,10-23-2012,5206,581
685, SOUTHVALE DR ,, MILLWOOD RD , PRIVATE ACCESS , 01/01/1960 ,1960 ,43.702467,-79.361576,4-28-2016,10375,131
686, MILLWOOD RD ,, VILLAGE STATION RD , REDWAY RD , 05/30/1961 ,1961 ,43.7019,-79.35809,1-13-2011,15708,104
687, MILLWOOD RD ,, OVERLEA BLVD ,, 05/30/1961 ,1961 ,43.70196,-79.35288,8-18-2011,20939,243
688, PHARMACY AVE ,, SURREY AVE ,, 06/15/1966 ,1966 ,43.7374184,-79.3022695,8-19-2009,11729,933
689, WARDEN AVE ,, FIRVALLEY CRT ,, 12/23/1965 ,1965 ,43.70369,-79.27748,5-6-2015,8457,821
690, WARDEN AVE ,, COMSTOCK RD ,, 08/19/1964 ,1964 ,43.7215184,-79.2850107,11-24-2014,16573,763
691, MIDLAND AVE ,, PROGRESS AVE ,, 02/14/1968 ,1968 ,43.77298,-79.27297,4-18-2016,21310,382
692, KENNEDY RD ,, PROGRESS AVE , GLAMORGAN AVE , 09/11/1969 ,1969 ,43.76943,-79.28226,11-15-2012,29981,1487
693, ELLESMERE RD ,, PHARMACY AVE ,, 08/13/1959 ,1959 ,43.7590889,-79.3102192,4-4-2016,18632,1217
694, WARDEN AVE ,, ELLESMERE RD ,, 06/09/1963 ,1963 ,43.76127,-79.30072,4-5-2016,38566,1108
695, ELLESMERE RD ,, BIRCHMOUNT RD ,, 03/15/1961 ,1961 ,43.76347,-79.29137,4-4-2016,32431,1683
696, KENNEDY RD ,, ELLESMERE RD ,, 01/02/1960 ,1960 ,43.76587,-79.28109,4-4-2016,28790,1728
697, ELLESMERE RD ,, MIDLAND AVE ,, 12/28/1965 ,1965 ,43.76799,-79.27111,4-2-2016,25211,512
698, ELLESMERE RD ,, BRIMLEY RD ,, 07/06/1968 ,1968 ,43.77013,-79.26128,4-4-2016,24054,677
699, MCCOWAN RD ,, ELLESMERE RD ,, 12/31/1965 ,1965 ,43.7722,-79.25149,5-2-2015,29600,1601
700, ELLESMERE RD ,, BELLAMY RD N ,, 08/30/1968 ,1968 ,43.77442,-79.24171,4-4-2016,20222,840
701, MARKHAM RD ,, SHEPPARD AVE E ,, 04/27/1964 ,1964 ,43.7939,-79.23876,4-5-2014,31662,1054
702, MARKHAM RD ,, ELLESMERE RD ,, 10/12/1964 ,1964 ,43.77645,-79.23174,3-29-2014,30563,3011
703, MARKHAM RD ,, BRIMORTON DR ,, 09/09/1966 ,1966 ,43.77351,-79.23066,4-8-2014,18729,1380
704, MARKHAM RD ,, GREENCEDAR CRCT , GREENCREST CRCT , 12/08/1964 ,1964 ,43.75785,-79.22469,4-8-2014,15767,2065
705, ISLINGTON AVE ,, NORSEMAN ST ,, 01/01/1958 ,1958 ,43.63421,-79.5191,4-15-2013,19564,856
706, DUNDAS ST W ,, ISLINGTON AVE ,, 03/31/1960 ,1960 ,43.65141,-79.52639,5-14-2016,31272,376
707, ISLINGTON AVE ,, RATHBURN RD ,, 05/10/1965 ,1965 ,43.66242,-79.53116,4-28-2014,17332,221
708, ISLINGTON AVE ,, THE KINGSWAY ,, 01/01/1959 ,1959 ,43.66839,-79.53383,4-24-2014,18172,97
709, EGLINTON AVE W ,, ISLINGTON AVE ,, 01/17/1961 ,1961 ,43.67986,-79.53898,4-29-2014,32669,985
710, ISLINGTON AVE ,, SUMMITCREST DR ,, 06/01/1967 ,1967 ,43.6832,-79.5405,4-29-2014,16055,214
711, ISLINGTON AVE ,, THE WESTWAY ,, 12/30/1963 ,1963 ,43.68864,-79.54286,4-24-2014,20731,546
712, ISLINGTON AVE ,, 401 C E ISLINGTON RAMP , RESOURCES RD , 12/13/1965 ,1965 ,43.70816,-79.55176,5-28-2014,26521,143
713, ISLINGTON AVE ,, 401 C W ISLINGTON N RAMP , ALLENBY AVE , 12/17/1965 ,1965 ,43.71143,-79.55328,5-28-2014,25740,180
714, REXDALE BLVD ,, ISLINGTON AVE ,, 07/19/1960 ,1960 ,43.71377,-79.55491,5-28-2014,20171,91
715, ISLINGTON AVE ,, BERGAMOT AVE ,, 08/02/1968 ,1968 ,43.71696,-79.55597,4-26-2014,17107,1120
716, ISLINGTON AVE ,, ELMHURST DR ,, 01/23/1964 ,1964 ,43.72318,-79.55888,4-23-2014,16084,1335
717, ISLINGTON AVE ,, ALBION RD ,, 01/31/1958 ,1958 ,43.73727,-79.56531,5-25-2016,28222,997
718, REXDALE BLVD ,, BERGAMOT AVE , PRIVATE ACCESS , 07/08/1968 ,1968 ,43.71336,-79.55972,4-21-2016,14706,309
719, ELLESMERE RD ,, MORNINGSIDE AVE ,, 03/09/1968 ,1968 ,43.78535,-79.19337,2-27-2016,17062,1660
720, EGLINTON AVE W ,, CASTLE KNOCK RD ,, 07/31/1969 ,1969 ,43.70397,-79.41167,3-21-2012,10687,1811
721, WESTON RD ,, MCCORMACK ST , PRIVATE ACCESS , 09/18/1969 ,1969 ,43.67725,-79.47187,4-22-2015,16442,270
722, WARDEN AVE ,, BAMBURGH CRCL ,, 07/23/1984 ,1984 ,43.81165,-79.32339,1-30-2012,16977,1189
723, ALBION RD ,, ELMHURST DR ,, 06/01/1969 ,1969 ,43.72514,-79.55051,5-25-2016,15959,291
724, KIPLING AVE ,, NORTH QUEEN ST , PRIVATE ACCESS , 12/12/1962 ,1962 ,43.62526,-79.52845,12-4-2013,22296,568
725, KIPLING AVE ,, NORSEMAN ST ,, 08/20/1968 ,1968 ,43.63154,-79.53102,1-27-2014,20231,300
726, KIPLING AVE ,, BURNHAMTHORPE RD ,, 09/25/1960 ,1960 ,43.65101,-79.53933,12-20-2014,20299,172
727, KIPLING AVE ,, RATHBURN RD ,, 10/30/1963 ,1963 ,43.65988,-79.54323,12-2-2014,15208,286
728, KIPLING AVE ,, PRINCESS MARGARET BLVD ,, 10/24/1966 ,1966 ,43.67012,-79.54773,12-16-2014,12983,119
729, EGLINTON AVE W ,, KIPLING AVE ,, 01/01/1962 ,1962 ,43.67725,-79.5509,9-15-2015,31302,1176
730, KIPLING AVE ,, THE WESTWAY ,, 10/08/1964 ,1964 ,43.68564,-79.55468,12-16-2014,15510,579
731, KIPLING AVE ,, BELFIELD RD ,, 07/10/1968 ,1968 ,43.70491,-79.56347,5-19-2015,20664,235
732, REXDALE BLVD ,, KIPLING AVE ,, 01/31/1958 ,1958 ,43.71173,-79.5667,5-15-2015,32041,1658
733, KIPLING AVE ,, WESTHUMBER BLVD , BROOKMERE RD , 08/19/1965 ,1965 ,43.72814,-79.57465,12-4-2014,9940,981
734, ALBION RD ,, KIPLING AVE ,, 08/27/1965 ,1965 ,43.7397,-79.58033,11-29-2014,24839,720
735, THE WEST MALL ,, EVANS AVE , WEST MALL S QEW X W RAMP , 12/13/1963 ,1963 ,43.60836,-79.55863,6-15-2016,16900,107
736, LESLIE ST ,, TALWOOD DR ,, 11/13/1970 ,1970 ,43.74088,-79.35745,12-20-2010,16088,248
737, LESLIE ST ,, SOUTHWELL DR , DENLOW BLVD , 11/24/1970 ,1970 ,43.746,-79.3585,1-6-2011,18403,387
738, LESLIE ST ,, BANNATYNE DR , PRIVATE ACCESS , 09/30/1969 ,1969 ,43.75873,-79.36128,4-19-2010,26202,253
739, SHEPPARD AVE W ,, WILMINGTON AVE , FAYWOOD BLVD , 01/25/1961 ,1961 ,43.75271,-79.4519,3-3-2014,21079,1444
740, SHEPPARD AVE W ,, SENLAC RD ,, 08/18/1966 ,1966 ,43.75897,-79.42254,12-1-2010,17228,512
741, SHEPPARD AVE E ,, WILLOWDALE AVE ,, 09/10/1964 ,1964 ,43.76403,-79.39968,3-1-2014,18332,332
742, SHEPPARD AVE E ,, HAWKSBURY DR , REAN DR , 02/21/1970 ,1970 ,43.76786,-79.38314,6-25-2013,22684,1073
743, SHEPPARD AVE E ,, BURBANK DR , BESSARION RD , 10/01/1967 ,1967 ,43.76925,-79.37663,3-1-2014,18538,367
744, SHEPPARD AVE E ,, LESLIE ST ,, 03/06/1968 ,1968 ,43.77169,-79.36416,5-3-2014,37711,892
745, SHEPPARD AVE E ,, SHAUGHNESSY BLVD ,, 12/16/1966 ,1966 ,43.77377,-79.35333,6-18-2013,18536,378
746, SHEPPARD AVE E ,, FAIRVIEW MALL DR ,, 11/18/1958 ,1958 ,43.77628,-79.34112,6-5-2013,31362,157
747, SHEPPARD AVE E ,, 404 N SHEPPARD AVE RAMP , YORKLAND RD , 01/01/1980 ,1980 ,43.77589,-79.33775,6-6-2013,37615,327
748, SHEPPARD AVE E ,, VICTORIA PARK AVE ,, 11/25/1955 ,1955 ,43.77527,-79.32301,4-5-2014,27789,3263
749, SHEPPARD AVE E ,, PHARMACY AVE ,, 02/22/1966 ,1966 ,43.77653,-79.31775,3-8-2016,20113,1161
750, SHEPPARD AVE E ,, WARDEN AVE ,, 12/16/1964 ,1964 ,43.77875,-79.30789,3-29-2014,27706,2612
751, SHEPPARD AVE E ,, BIRCHMOUNT RD ,, 09/12/1964 ,1964 ,43.78109,-79.2981,4-5-2014,23120,1857
752, KENNEDY RD ,, SHEPPARD AVE E ,, 01/31/1958 ,1958 ,43.7833,-79.28824,4-5-2014,34649,4037
753, LESLIE ST ,, 401 C W LESLIE ST RAMP ,, 03/06/1968 ,1968 ,43.76726,-79.36365,5-20-2015,36440,141
754, LESLIE ST ,, 401 C E LESLIE ST RAMP , LESMILL RD , 12/10/1989 ,1989 ,43.76384,-79.36192,6-15-2011,39785,197
755, LESLIE ST ,, YORK MILLS RD ,, 02/15/1965 ,1965 ,43.75297,-79.35995,5-3-2014,34929,1102
756, YORK MILLS RD ,, DVP N YORK MILLS W RAMP , PRIVATE ACCESS , 03/30/1967 ,1967 ,43.75893,-79.33403,3-9-2016,20345,364
757, YORK MILLS RD ,, FENSIDE DR ,, 08/24/1965 ,1965 ,43.7607,-79.327757,3-9-2016,15574,1324
758, VICTORIA PARK AVE ,, 401 C W VICTORIA PR RAMP ,, 06/09/1965 ,1965 ,43.769472089,-79.320535548,11-23-2010,36864,109
759, VICTORIA PARK AVE ,, 401 C E VICTORIA PR RAMP ,, 06/17/1966 ,1966 ,43.76694,-79.31918,11-24-2010,35267,0
760, WARDEN AVE ,, 401 C W WARDEN AV RAMP ,, 08/22/1966 ,1966 ,43.771566534,-79.304899276,5-5-2015,31051,14
761, WARDEN AVE ,, 401 C E WARDEN AV S RAMP ,, 07/06/1968 ,1968 ,43.76903,-79.30366,5-5-2015,31679,13
762, BROWNS LINE ,, VALERMO DR ,, 07/27/1965 ,1965 ,43.6060424,-79.5471408,2-19-2013,16277,170
763, BROWNS LINE ,, HORNER AVE ,, 08/04/1960 ,1960 ,43.60169,-79.54523,5-11-2009,18160,905
